Reaction name	!	Stoichiometry	!	Enzyme discription	!	Compartment	!	Subsystem(Pathway)	!	Gene
RHAT1	!	DTDPRMN + KPHPHHLIPA -> DTDP + H + ICOLIPA	!	rhamnosyltransferase I (LPS core biosynthesis)	!	Cytosol	!	Lipopolysaccharide Biosynthesis / Recycling	!	b3629
RHCCE	!	RHCYS -> DHPTD + HCYS_L	!	S-ribosylhomocysteine cleavage enzyme	!	Cytosol	!	Methionine Metabolism	!	b2687
RIBabcpp	!	ATP_C  + H2O_C  + RIB_D_P  -> ADP_C  + H_C  + PI_C  + RIB_D_C	!	D-ribose transport via ABC system (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	( ( b4231  &&  b4227  &&  b4485  &&  b4230 )  ||  ( b3749  &&  b3751  &&  b3750  &&  b3748 )  ||  ( b4087  &&  b4088  &&  b4086 ) )
RIBtex	!	RIB_D_E  <-> RIB_D_P	!	ribose transport via diffusion (extracellular to periplasm)	!	Intercompartmental	!	Transport, Outer Membrane Porin	!	( b0241  ||  b0929  ||  b1377  ||  b2215 )
RMI	!	RMN <-> RML	!	L-rhamnose isomerase	!	Cytosol	!	Alternate Carbon Metabolism	!	b3903
RMK	!	ATP + RML -> ADP + H + RML1P	!	rhamnulokinase	!	Cytosol	!	Alternate Carbon Metabolism	!	b3904
RMNtex	!	RMN_E  <-> RMN_P	!	L-rhamnose transport via diffusion (extracellular to periplasm)	!	Intercompartmental	!	Transport, Outer Membrane Porin	!	( b0241  ||  b0929  ||  b1377  ||  b2215 )
RMNtpp	!	H_P  + RMN_P  -> H_C  + RMN_C	!	L-rhamnose transport via proton symport (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	b3907
RMPA	!	RML1P <-> DHAP + LALD_L	!	Rhamnulose-1-phosphate aldolase	!	Cytosol	!	Alternate Carbon Metabolism	!	b3902
RNDR1	!	ADP + TRDRD -> DADP + H2O + TRDOX	!	ribonucleoside-diphosphate reductase (ADP)	!	Cytosol	!	Nucleotide Salvage Pathway	!	( ( ( b2234  &&  b2235 )  &&  b3781 )  ||  ( ( b2234  &&  b2235 )  &&  b2582 ) )
RNDR1b	!	ADP + GRXRD -> DADP + GRXOX + H2O	!	ribonucleoside-diphosphate reductase (ADP) (glutaredoxin)	!	Cytosol	!	Nucleotide Salvage Pathway	!	( ( b1654  &&  ( b2675  &&  b2676 ) )  ||  ( b0849  &&  ( b2675  &&  b2676 ) )  ||  ( b1064  &&  ( b2675  &&  b2676 ) )  ||  ( b3610  &&  ( b2675  &&  b2676 ) ) )
RNDR2	!	GDP + TRDRD -> DGDP + H2O + TRDOX	!	ribonucleoside-diphosphate reductase (GDP)	!	Cytosol	!	Nucleotide Salvage Pathway	!	( ( ( b2234  &&  b2235 )  &&  b2582 )  ||  ( ( b2234  &&  b2235 )  &&  b3781 ) )
RNDR2b	!	GDP + GRXRD -> DGDP + GRXOX + H2O	!	ribonucleoside-diphosphate reductase (GDP) (glutaredoxin)	!	Cytosol	!	Nucleotide Salvage Pathway	!	( ( b3610  &&  ( b2675  &&  b2676 ) )  ||  ( b1064  &&  ( b2675  &&  b2676 ) )  ||  ( b1654  &&  ( b2675  &&  b2676 ) )  ||  ( b0849  &&  ( b2675  &&  b2676 ) ) )
RNDR3	!	CDP + TRDRD -> DCDP + H2O + TRDOX	!	ribonucleoside-diphosphate reductase (CDP)	!	Cytosol	!	Nucleotide Salvage Pathway	!	( ( ( b2234  &&  b2235 )  &&  b2582 )  ||  ( ( b2234  &&  b2235 )  &&  b3781 ) )
RNDR3b	!	CDP + GRXRD -> DCDP + GRXOX + H2O	!	ribonucleoside-diphosphate reductase (CDP) (glutaredoxin)	!	Cytosol	!	Nucleotide Salvage Pathway	!	( ( b1654  &&  ( b2675  &&  b2676 ) )  ||  ( b1064  &&  ( b2675  &&  b2676 ) )  ||  ( b0849  &&  ( b2675  &&  b2676 ) )  ||  ( b3610  &&  ( b2675  &&  b2676 ) ) )
RNDR4	!	TRDRD + UDP -> DUDP + H2O + TRDOX	!	ribonucleoside-diphosphate reductase (UDP)	!	Cytosol	!	Nucleotide Salvage Pathway	!	( ( ( b2234  &&  b2235 )  &&  b2582 )  ||  ( ( b2234  &&  b2235 )  &&  b3781 ) )
RNDR4b	!	GRXRD + UDP -> DUDP + GRXOX + H2O	!	ribonucleoside-diphosphate reductase (UDP) (glutaredoxin)	!	Cytosol	!	Nucleotide Salvage Pathway	!	( ( b1064  &&  ( b2675  &&  b2676 ) )  ||  ( b3610  &&  ( b2675  &&  b2676 ) )  ||  ( b1654  &&  ( b2675  &&  b2676 ) )  ||  ( b0849  &&  ( b2675  &&  b2676 ) ) )
RNTR1c	!	ATP + FLDRD -> DATP + FLDOX + H2O	!	ribonucleoside-triphosphate reductase (ATP) (flavodoxin)	!	Cytosol	!	Nucleotide Salvage Pathway	!	( ( b2895  &&  b3924  &&  b4238  &&  b4237 )  ||  ( b2895  &&  b4238 )  ||  ( b0684  &&  b4238 )  ||  ( b0684  &&  b3924  &&  b4238  &&  b4237 ) )
RNTR2c	!	FLDRD + GTP -> DGTP + FLDOX + H2O	!	ribonucleoside-triphosphate reductase (GTP) (flavodoxin)	!	Cytosol	!	Nucleotide Salvage Pathway	!	( ( b0684  &&  b4238 )  ||  ( b2895  &&  b4238 )  ||  ( b2895  &&  b3924  &&  b4238  &&  b4237 )  ||  ( b0684  &&  b3924  &&  b4238  &&  b4237 ) )
RNTR3c	!	CTP + FLDRD -> DCTP + FLDOX + H2O	!	ribonucleoside-triphosphate reductase (CTP) (flavodoxin)	!	Cytosol	!	Nucleotide Salvage Pathway	!	( ( b2895  &&  b4238 )  ||  ( b0684  &&  b3924  &&  b4238  &&  b4237 )  ||  ( b0684  &&  b4238 )  ||  ( b2895  &&  b3924  &&  b4238  &&  b4237 ) )
RNTR4c	!	FLDRD + UTP -> DUTP + FLDOX + H2O	!	ribonucleoside-triphosphate reductase (UTP) (flavodoxin)	!	Cytosol	!	Nucleotide Salvage Pathway	!	( ( b0684  &&  b3924  &&  b4238  &&  b4237 )  ||  ( b2895  &&  b4238 )  ||  ( b0684  &&  b4238 )  ||  ( b2895  &&  b3924  &&  b4238  &&  b4237 ) )
RPE	!	RU5P_D <-> XU5P_D	!	ribulose 5-phosphate 3-epimerase	!	Cytosol	!	Pentose Phosphate Pathway	!	( b4301  ||  b3386 )
RPI	!	R5P <-> RU5P_D	!	ribose-5-phosphate isomerase	!	Cytosol	!	Pentose Phosphate Pathway	!	( b2914  ||  b4090 )
RZ5PP	!	5PRDMBZ + H2O -> PI + RDMBZI	!	alpha-ribazole 5-phosphate phosphatase	!	Cytosol	!	Cofactor and Prosthetic Group Biosynthesis	!	b0638
S7PI	!	S7P -> GMHEP7P	!	sedoheptulose 7-phosphate isomerase	!	Cytosol	!	Lipopolysaccharide Biosynthesis / Recycling	!	b0222
SADH	!	2* H + 2* H2O + SUCARG -> CO2 + 2* NH4 + SUCORN	!	Succinylarginine dihydrolase	!	Cytosol	!	Arginine and Proline Metabolism	!	b1745
SADT2	!	ATP + GTP + H2O + SO4 -> APS + GDP + PI + PPI	!	Sulfate adenyltransferase	!	Cytosol	!	Cysteine Metabolism	!	( b2751  &&  b2752 )
SARCOX	!	H2O + O2 + SARCS -> FALD + GLY + H2O2	!	sarcosine oxidase	!	Cytosol	!	Glycine and Serine Metabolism	!	b1059
SBTPD	!	NAD + SBT6P <-> F6P + H + NADH	!	sorbitol-6-phosphate dehydrogenase	!	Cytosol	!	Alternate Carbon Metabolism	!	b2705
SBTptspp	!	PEP_C  + SBT_D_P  -> PYR_C  + SBT6P_C	!	D-sorbitol transport via PEP:Pyr PTS (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	( b2415  &&  b2416  &&  b2702  &&  b2704  &&  b2703 )
SBTtex	!	SBT_D_E  <-> SBT_D_P	!	D-sorbitol transport via diffusion (extracellular to periplasm)	!	Intercompartmental	!	Transport, Outer Membrane Porin	!	( b0241  ||  b0929  ||  b1377  ||  b2215 )
SDPDS	!	H2O + SL26DA -> 26DAP_LL + SUCC	!	succinyl-diaminopimelate desuccinylase	!	Cytosol	!	Threonine and Lysine Metabolism	!	b2472
SDPTA	!	AKG + SL26DA <-> GLU_L + SL2A6O	!	succinyldiaminopimelate transaminase	!	Cytosol	!	Threonine and Lysine Metabolism	!	b3359
SELCYSS	!	SELNP + SERTRNA(SEC) -> H + PI + SECTRNA	!	selenocysteine synthase	!	Cytosol	!	tRNA Charging	!	b3591
SELNPS	!	ATP + H2O + SELN -> AMP + PI + SELNP	!	Selenophosphate synthase	!	Cytosol	!	Unassigned	!	b1764
SERASr	!	ATP + H + SER_L <-> PPI + SERAMP	!	(L-seryl)adenylate synthase	!	Cytosol	!	Cofactor and Prosthetic Group Biosynthesis	!	b0586
SERAT	!	ACCOA + SER_L <-> ACSER + COA	!	serine O-acetyltransferase	!	Cytosol	!	Cysteine Metabolism	!	b3607
SERD_D	!	SER_D -> NH4 + PYR	!	D-serine deaminase	!	Cytosol	!	Glycine and Serine Metabolism	!	b2366
SERD_L	!	SER_L -> NH4 + PYR	!	L-serine deaminase	!	Cytosol	!	Glycine and Serine Metabolism	!	( b4471  ||  b1814  ||  b2797  ||  b3708 )
SERt2rpp	!	H_P  + SER_L_P  <-> H_C  + SER_L_C	!	L-serine reversible transport via proton symport (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	( b2796  ||  b3116 )
SERt4pp	!	NA1_P  + SER_L_P  -> NA1_C  + SER_L_C	!	L-serine via sodium symport (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	b3089
SERtex	!	SER_L_E  <-> SER_L_P	!	L-serine transport via diffusion (extracellular to periplasm)	!	Intercompartmental	!	Transport, Outer Membrane Porin	!	( b0241  ||  b0929  ||  b1377  ||  b2215 )
SERTRS	!	ATP + SER_L + TRNASER -> AMP + PPI + SERTRNA	!	Seryl-tRNA synthetase	!	Cytosol	!	tRNA Charging	!	b0893
SERTRS2	!	ATP + SER_L + TRNASECYS -> AMP + PPI + SERTRNA(SEC)	!	Seryl-tRNA synthetase (selenocystein)	!	Cytosol	!	tRNA Charging	!	b0893
SFGTHi	!	SFGLUTTH + H2O -> FOR + GTHRD + H	!	S-Formylglutathione hydralase	!	Cytosol	!	Cofactor and Prosthetic Group Biosynthesis	!	( b2154  ||  b0355 )
SGDS	!	H2O + SUCGLU -> GLU_L + SUCC	!	Succinylglutamate desuccinylase	!	Cytosol	!	Arginine and Proline Metabolism	!	b1744
SGSAD	!	H2O + NAD + SUCGSA -> 2* H + NADH + SUCGLU	!	Succinylglutamic semialdehyde dehydrogenase	!	Cytosol	!	Arginine and Proline Metabolism	!	b1746
SHCHCS2	!	ICHOR + SSALTPP -> 2SHCHC + PYR + THMPP	!	2-succinyl-6-hydroxy-2,4-cyclohexadiene 1-carboxylate synthase	!	Cytosol	!	Cofactor and Prosthetic Group Biosynthesis	!	b2264
SHCHD2	!	DSCL + NAD -> H + NADH + SCL	!	sirohydrochlorin dehydrogenase (NAD)	!	Cytosol	!	Cofactor and Prosthetic Group Biosynthesis	!	b3368
SHCHF	!	FE2 + SCL -> 3* H + SHEME	!	sirohydrochlorin ferrochetalase	!	Cytosol	!	Cofactor and Prosthetic Group Biosynthesis	!	b3368
SHK3Dr	!	3DHSK + H + NADPH <-> NADP + SKM	!	shikimate dehydrogenase	!	Cytosol	!	Tyrosine, Tryptophan, and Phenylalanine Metabolism	!	( b3281  ||  b1692 )
SHKK	!	ATP + SKM -> ADP + H + SKM5P	!	shikimate kinase	!	Cytosol	!	Tyrosine, Tryptophan, and Phenylalanine Metabolism	!	( b3390  ||  b0388 )
SHSL1	!	CYS_L + SUCHMS -> CYST_L + H + SUCC	!	O-succinylhomoserine lyase (L-cysteine)	!	Cytosol	!	Methionine Metabolism	!	b3939
SKMt2pp	!	H_P  + SKM_P  -> H_C  + SKM_C	!	shikimate transport in via proton symport (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	b1981
SKMtex	!	SKM_E  <-> SKM_P	!	shikimate transport via diffusion (extracellular to periplasm)	!	Intercompartmental	!	Transport, Outer Membrane Porin	!	( b0241  ||  b0929  ||  b1377  ||  b2215 )
SO2tex	!	SO2_E  <-> SO2_P	!	SO2 transport via diffusion (extracellular to periplasm)	!	Intercompartmental	!	Transport, Outer Membrane Porin	!	( b0241  ||  b0929  ||  b1377  ||  b2215 )
SO2tpp	!	SO2_P  <-> SO2_C	!	SO2 transport via diffusion (periplasm)	!	Intercompartmental	!	Inorganic Ion Transport and Metabolism	!	s0001
SO3tex	!	SO3_E  <-> SO3_P	!	sulfite transport via diffusion (extracellular to periplasm)	!	Intercompartmental	!	Transport, Outer Membrane Porin	!	( b1377  ||  b2215  ||  b0241  ||  b0929 )
SO4tex	!	SO4_E  <-> SO4_P	!	sulfate transport via diffusion (extracellular to periplasm)	!	Intercompartmental	!	Transport, Outer Membrane Porin	!	( b0241  ||  b0929  ||  b1377  ||  b2215 )
SOTA	!	AKG + SUCORN -> GLU_L + SUCGSA	!	Succinylornithine transaminase	!	Cytosol	!	Arginine and Proline Metabolism	!	b1748
SPMDabcpp	!	ATP_C  + H2O_C  + SPMD_P  -> ADP_C  + H_C  + PI_C  + SPMD_C	!	spermidine transport via ABC system (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	( ( b1440  &&  b1441  &&  b1442  &&  b1443 )  ||  ( b1126  &&  b1125  &&  b1124  &&  b1123 ) )
SPMDAT1	!	ACCOA + SPMD -> N1ASPMD + COA + H	!	Spermidine acetyltransferase	!	Cytosol	!	Arginine and Proline Metabolism	!	b1584
SPMDAT2	!	ACCOA + SPMD -> COA + H + N8ASPMD	!	Spermidine acetyltransferase (N8)	!	Cytosol	!	Arginine and Proline Metabolism	!	b1584
SPMDtex	!	SPMD_E  <-> SPMD_P	!	spermidine transport via diffusion (extracellular to periplasm)	!	Intercompartmental	!	Transport, Outer Membrane Porin	!	( b0241  ||  b0929  ||  b1377  ||  b2215 )
SPMS	!	AMETAM + PTRC -> 5MTA + H + SPMD	!	spermidine synthase	!	Cytosol	!	Arginine and Proline Metabolism	!	b0121
SPODM	!	2* H + 2* O2S -> H2O2 + O2	!	superoxide dismutase	!	Cytosol	!	Unassigned	!	( b3908  ||  b1656 )
SPODMpp	!	2* H + 2* O2S -> H2O2 + O2	!	superoxide dismutase	!	Periplasmic space	!	Unassigned	!	b1646
SSALx	!	H2O + NAD + SUCSAL -> 2* H + NADH + SUCC	!	succinate-semialdehyde dehydrogenase (NAD)	!	Cytosol	!	Arginine and Proline Metabolism	!	Unknown
SSALy	!	H2O + NADP + SUCSAL -> 2* H + NADPH + SUCC	!	succinate-semialdehyde dehydrogenase (NADP)	!	Cytosol	!	Arginine and Proline Metabolism	!	b2661
SUCBZL	!	ATP + COA + SUCBZ -> AMP + PPI + SBZCOA	!	o-succinylbenzoate-CoA ligase	!	Cytosol	!	Cofactor and Prosthetic Group Biosynthesis	!	b2260
SUCBZS	!	2SHCHC -> H2O + SUCBZ	!	O-succinylbenzoate-CoA synthase	!	Cytosol	!	Cofactor and Prosthetic Group Biosynthesis	!	b2261
SUCCt2_2pp	!	2* H_P  + SUCC_P  -> 2* H_C  + SUCC_C	!	succinate transport via proton symport (2 H) (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	b3528
SUCCt2_3pp	!	3* H_P  + SUCC_P  -> 3* H_C  + SUCC_C	!	Succintate transport via proton symport (3 H) (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	( b4123  ||  b4138 )
SUCCt3pp	!	H_P  + SUCC_C  -> H_C  + SUCC_P	!	succinate transport out via proton antiport (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	Unknown
SUCCtex	!	SUCC_E  <-> SUCC_P	!	succinate transport via diffusion (extracellular to periplasm)	!	Intercompartmental	!	Transport, Outer Membrane Porin	!	( b0241  ||  b0929  ||  b1377  ||  b2215 )
SUCDi	!	Q8 + SUCC -> FUM + Q8H2	!	succinate dehydrogenase (irreversible)	!	Cytosol	!	Oxidative Phosphorylation	!	( b0721  &&  b0722  &&  b0723  &&  b0724 )
SUCFUMtpp	!	FUM_P  + SUCC_C  <-> FUM_C  + SUCC_P	!	succinate:fumarate antiporter (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	( b4138  ||  b4123  ||  b0621 )
SUCOAS	!	ATP + COA + SUCC <-> ADP + PI + SUCCOA	!	succinyl-CoA synthetase (ADP-forming)	!	Cytosol	!	Citric Acid Cycle	!	( b0728  &&  b0729 )
SUCptspp	!	PEP_C  + SUCR_P  -> PYR_C  + SUC6P_C	!	sucrose transport via PEP:Pyr  (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	( b2417  &&  b2429  &&  b2415  &&  b2416 )
SUCRtex	!	SUCR_E  <-> SUCR_P	!	sucrose transport transport via diffusion (extracellular to periplasm)	!	Intercompartmental	!	Transport, Outer Membrane Porin	!	( b0241  ||  b0929  ||  b1377  ||  b2215 )
SULabcpp	!	ATP_C  + H2O_C  + SO4_P  -> ADP_C  + H_C  + PI_C  + SO4_C	!	sulfate transport via ABC system (periplasm)	!	Intercompartmental	!	Inorganic Ion Transport and Metabolism	!	( ( b2422  &&  b2425  &&  b2424  &&  b2423 )  ||  ( b0763  &&  b0764  &&  b0765 )  ||  ( b2422  &&  b2424  &&  b2423  &&  b3917 ) )
SULFACabcpp	!	ATP_C  + H2O_C  + SULFAC_P  -> ADP_C  + H_C  + PI_C  + SULFAC_C	!	sulfoacetate transport via ABC system (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	( b0936  &&  b0933  &&  b0934 )
SULFACtex	!	SULFAC_E  <-> SULFAC_P	!	sulfoaceate transport via diffusion (extracellular to periplasm)	!	Intercompartmental	!	Transport, Outer Membrane Porin	!	( b0241  ||  b0929  ||  b1377  ||  b2215 )
SULRi	!	5* H + 3* NADPH + SO3 -> 3* H2O + H2S + 3* NADP	!	sulfite reductase (NADPH2)	!	Cytosol	!	Cysteine Metabolism	!	( b2763  &&  b2764 )
T2DECAI	!	TDEC2EACP <-> CDEC3EACP	!	trans-2-decenoyl-ACP isomerase	!	Cytosol	!	Cell Envelope Biosynthesis	!	b0954
TAGURr	!	ALTRN + NAD <-> H + NADH + TAGUR	!	tagaturonate reductase	!	Cytosol	!	Alternate Carbon Metabolism	!	b1521
TALA	!	G3P + S7P <-> E4P + F6P	!	transaldolase	!	Cytosol	!	Pentose Phosphate Pathway	!	( b2464  ||  b0008 )
TARTD	!	TARTR_L -> H2O + OAA	!	L(+)-tartrate dehydratase	!	Cytosol	!	Alternate Carbon Metabolism	!	( b3061  &&  b3062 )
TARTRt7pp	!	SUCC_C  + TARTR_L_P  <-> SUCC_P  + TARTR_L_C	!	Tartrate/succinate antiporter (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	b3063
TARTRtex	!	TARTR_L_E  <-> TARTR_L_P	!	Tartrate transport via diffusion (extracellular to periplasm)	!	Intercompartmental	!	Transport, Outer Membrane Porin	!	( b0241  ||  b0929  ||  b1377  ||  b2215 )
TAUDO	!	AKG + O2 + TAUR -> AACALD + CO2 + H + SO3 + SUCC	!	Taurine dioxygenase	!	Cytosol	!	Alternate Carbon Metabolism	!	b0368
TAURabcpp	!	ATP_C  + H2O_C  + TAUR_P  -> ADP_C  + H_C  + PI_C  + TAUR_C	!	taurine transport via ABC system (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	( b0365  &&  b0366  &&  b0367 )
TAURtex	!	TAUR_E  <-> TAUR_P	!	taurine transport via diffusion (extracellular to periplasm)	!	Intercompartmental	!	Transport, Outer Membrane Porin	!	( b0241  ||  b0929  ||  b1377  ||  b2215 )
TCYNTtex	!	TCYNT_E  <-> TCYNT_P	!	Thiocyanate transport via diffusion (extracellular to periplasm)	!	Intercompartmental	!	Transport, Outer Membrane Porin	!	( b0241  ||  b0929  ||  b1377  ||  b2215 )
TDECOAI	!	TDECOA -> TD2COA	!	tetradecenoyl-coa cis-trans isomerization	!	Cytosol	!	Membrane Lipid Metabolism	!	b3846
TDP	!	H2O + THMPP -> H + PI + THMMP	!	thiamin pyrophosphatase	!	Cytosol	!	Cofactor and Prosthetic Group Biosynthesis	!	b1134
TDPADGAT	!	ACCOA + DTDP4ADDG -> COA + DTDP4AADDG + H	!	dTDP-4-amino-4,6-dideoxy-D-glucose acetyltransferase	!	Cytosol	!	Cell Envelope Biosynthesis	!	b3790
TDPAGTA	!	DTDP4D6DG + GLU_L -> AKG + DTDP4ADDG	!	dTDP-4-amino-4,6-dideoxy-D-glucose transaminase	!	Cytosol	!	Cell Envelope Biosynthesis	!	b3791
TDPDRE	!	DTDP4D6DG -> DTDP4D6DM	!	dTDP-4-dehydrorhamnose 3,5-epimerase	!	Cytosol	!	Cell Envelope Biosynthesis	!	b2038
TDPDRR	!	DTDP4D6DM + H + NADPH -> DTDPRMN + NADP	!	dTDP-4-dehydrorhamnose reductase	!	Cytosol	!	Cell Envelope Biosynthesis	!	b2040
TDPGDH	!	DTDPGLU -> DTDP4D6DG + H2O	!	dTDPglucose 4,6-dehydratase	!	Cytosol	!	Cell Envelope Biosynthesis	!	( b3788  ||  b2041 )
TDSK	!	ATP + LIPIDADS -> ADP + H + LIPIDA	!	Tetraacyldisaccharide 4'kinase	!	Cytosol	!	Lipopolysaccharide Biosynthesis / Recycling	!	b0915
TDSR1	!	DSBCOX_P  + DSBDRD_C  -> DSBCRD_P  + DSBDOX_C	!	thiol:disulfide reductase (DsbC)	!	Intercompartmental	!	Transport, Inner Membrane	!	( b2893  &&  b4136 )
TDSR2	!	DSBDRD_C  + DSBGOX_P  -> DSBDOX_C  + DSBGRD_P	!	thiol:disulfide reductase (DsbG)	!	Intercompartmental	!	Transport, Inner Membrane	!	( b4136  &&  b0604 )
TGBPA	!	TAGDP_D <-> DHAP + G3P	!	Tagatose-bisphosphate aldolase	!	Cytosol	!	Alternate Carbon Metabolism	!	( ( b3132  &&  b3137 )  ||  ( b2095  &&  b2096 ) )
THD2pp	!	2* H_P  + NADH_C  + NADP_C  -> 2* H_C  + NAD_C  + NADPH_C	!	NAD(P) transhydrogenase (periplasm)	!	Intercompartmental	!	Oxidative Phosphorylation	!	( b1602  &&  b1603 )
THDPS	!	H2O + SUCCOA + THDP -> COA + SL2A6O	!	tetrahydrodipicolinate succinylase	!	Cytosol	!	Threonine and Lysine Metabolism	!	b0166
THIORDXi	!	H2O2 + TRDRD -> 2* H2O + TRDOX	!	hydrogen peroxide reductase (thioredoxin)	!	Cytosol	!	Unassigned	!	( ( b2480  &&  b2582 )  ||  ( b2480  &&  b3781 ) )
THMabcpp	!	ATP_C  + H2O_C  + THM_P  -> ADP_C  + H_C  + PI_C  + THM_C	!	thiamine transport via ABC system (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	( b0068  &&  b0067  &&  b0066 )
THMDt2pp	!	H_P  + THYMD_P  -> H_C  + THYMD_C	!	thymidine transport in via proton symport (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	( b2393  ||  b2964 )
THMDt2rpp	!	H_P  + THYMD_P  <-> H_C  + THYMD_C	!	thymidine transport in via proton symport, reversible (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	b2406
THMDtex	!	THYMD_E  <-> THYMD_P	!	thymidine transport via diffusion (extracellular to periplasm)	!	Intercompartmental	!	Transport, Outer Membrane Porin	!	( b0241  ||  b0929  ||  b1377  ||  b2215 )
THMtex	!	THM_E  <-> THM_P	!	Thiamine transport via diffusion (extracellular to periplasm)	!	Intercompartmental	!	Transport, Outer Membrane Porin	!	( b0241  ||  b0929  ||  b1377  ||  b2215 )
THRA2i	!	ATHR_L -> ACALD + GLY	!	L-allo-Threonine Aldolase	!	Cytosol	!	Threonine and Lysine Metabolism	!	( b2551  ||  b0870 )
THRabcpp	!	ATP_C  + H2O_C  + THR_L_P  -> ADP_C  + H_C  + PI_C  + THR_L_C	!	L-threonine transport via ABC system (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	( b3454  &&  b3455  &&  b3457  &&  b3460  &&  b3456 )
THRAi	!	THR_L -> ACALD + GLY	!	Threonine aldolase	!	Cytosol	!	Threonine and Lysine Metabolism	!	( b2551  ||  b0870 )
THRD	!	NAD + THR_L -> 2AOBUT + H + NADH	!	L-threonine dehydrogenase	!	Cytosol	!	Glycine and Serine Metabolism	!	b3616
THRD_L	!	THR_L -> 2OBUT + NH4	!	L-threonine deaminase	!	Cytosol	!	Valine, Leucine, and Isoleucine Metabolism	!	( b3117  ||  b1814  ||  b2797  ||  b3772 )
THRPtex	!	THRP_E  <-> THRP_P	!	phospho-L-threonine transport via diffusion (extracellular to periplasm)	!	Intercompartmental	!	Transport, Outer Membrane Porin	!	( b0241  ||  b0929  ||  b1377  ||  b2215 )
THRS	!	H2O + PHOM -> PI + THR_L	!	threonine synthase	!	Cytosol	!	Threonine and Lysine Metabolism	!	b0004
THRt2pp	!	H_P  + THR_L_C  -> H_C  + THR_L_P	!	L-threonine efflux transport via proton antiport (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	( b0813  ||  b3823 )
THRt2rpp	!	H_P  + THR_L_P  <-> H_C  + THR_L_C	!	L-threonine reversible transport via proton symport (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	b3116
THRt4pp	!	NA1_P  + THR_L_P  -> NA1_C  + THR_L_C	!	L-threonine  via sodium symport (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	b3089
THRtex	!	THR_L_E  <-> THR_L_P	!	L-threonine transport via diffusion (extracellular to periplasm)	!	Intercompartmental	!	Transport, Outer Membrane Porin	!	( b0241  ||  b0929  ||  b1377  ||  b2215 )
THRTRS	!	ATP + THR_L + TRNATHR -> AMP + PPI + THRTRNA	!	Threonyl-tRNA synthetase	!	Cytosol	!	tRNA Charging	!	b1719
THYMt3pp	!	H_P  + THYM_C  -> H_C  + THYM_P	!	thymine transport out via proton antiport (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	Unknown
THYMtex	!	THYM_E  <-> THYM_P	!	thymine transport via diffusion (extracellular to periplasm)	!	Intercompartmental	!	Transport, Outer Membrane Porin	!	( b1377  ||  b2215  ||  b0241  ||  b0929 )
THZPSN	!	ATP + CYS_L + DXYL5P + TYR_L -> 4HBA + 4MPETZ + ALA_L + AMP + CO2 + H + H2O + PPI	!	thiazole phosphate synthesis	!	Cytosol	!	Cofactor and Prosthetic Group Biosynthesis	!	( b2530  &&  b3992  &&  ( b3990  &&  b3991 )  &&  b0423  &&  b4407 )
TKT1	!	R5P + XU5P_D <-> G3P + S7P	!	transketolase	!	Cytosol	!	Pentose Phosphate Pathway	!	( b2935  ||  b2465 )
TKT2	!	E4P + XU5P_D <-> F6P + G3P	!	transketolase	!	Cytosol	!	Pentose Phosphate Pathway	!	( b2935  ||  b2465 )
TMAOR1	!	H + MQL8 + TMAO -> H2O + MQN8 + TMA	!	Trimethylamine N-oxide reductase (menaquinol 8)	!	Cytosol	!	Oxidative Phosphorylation	!	( ( b1587  &&  b1588  &&  b1589  &&  b1590 )  ||  ( b0894  &&  b0895  &&  b0896 ) )
TMAOR1pp	!	H_P  + MQL8_C  + TMAO_P  -> H2O_P  + MQN8_C  + TMA_P	!	Trimethylamine N-oxide reductase (menaquinol 8) (periplasm)	!	Intercompartmental	!	Oxidative Phosphorylation	!	( ( b1872  &&  b1873 )  ||  ( b0996  &&  b0997 ) )
TMAOR2	!	2DMMQL8 + H + TMAO -> 2DMMQ8 + H2O + TMA	!	Trimethylamine N-oxide reductase (demethylmenaquinol 8)	!	Cytosol	!	Oxidative Phosphorylation	!	( b0894  &&  b0895  &&  b0896 )
